@relation base_clusterizacao_final

@attribute AMT_CREDIT numeric
@attribute CNT_CHILDREN numeric
@attribute FLAG_OWN_CAR_COD {N,Y}
@attribute AGE_YEARS numeric
@attribute CREDIT_INCOME_RATIO numeric
@attribute SER_CREDITOS_ATIVOS numeric

@data
0.28970642293284332,0.80000000000000004,Y,0.71580306291416462,0.1673522468231218,0.39460023132349231
0.85212787159542636,0,Y,0.90478627052839999,0.3858899385707677,0.26306682088232819
0.31006199275736429,0,Y,1.3046840703442015,0.18196024030467059,0.39460023132349231
0.1444888886249317,0,N,1.5239979162175112,0.076396143039366898,0
0.1813056496449412,0,N,1.6135899553827782,0.2039267148662734,0.13153341044116409
0.074290853464664394,0,N,1.461003513679433,0.13295222974144241,0.39460023132349231
0.58911778623899214,0.40000000000000002,N,1.0251755731567276,0.5963213600725602,0
0.52710538768751936,0,Y,0.39663142338790092,0.4262748048686939,0.26306682088232819
0.50775751933945978,0,N,2.020953758462352,0.44653410346620459,0.26306682088232819
0.58911778623899214,0.40000000000000002,N,0.13532130915587201,0.67768680302820106,0
0.19769552658209541,1.6000000000000001,N,0.71346993689423599,0.36640065546774281,0.39460023132349231
0.1240247971029457,0,Y,0.094724916409110502,0.1239497461885624,0.39460023132349231
0.37759349477991822,0,N,1.895431578590181,0.16345488246348769,1.0522672835293128
0.74414878261767436,0.80000000000000004,Y,1.1576971310886852,0.13282886615873421,0.13153341044116409
0.50230042826693022,0,Y,0.44936007143829249,0.32035687638430438,0.26306682088232819
0.066973390435590599,0.40000000000000002,N,0.32150476554619267,0.093916829768751903,0.39460023132349231
0.4960991884117828,0,Y,1.8898320761423519,0.22208786295280189,0.13153341044116409
0.2821564134092015,0,N,0.57254912529053481,0.75294985081454313,0
0.50775751933945978,0,N,1.9084970843017823,0.19902431769104489,0
0.53731882972894685,0,N,2.015820881218509,0.39024085428859329,0.39460023132349231
0.1240247971029457,0,N,2.095613791100075,0.1959177034546711,0
0.48933983696967231,0,Y,0.2515109849483278,0.2082556280103994,0.26306682088232819
0.3160399879777262,0.40000000000000002,N,0.34110302411359478,0.33356737080345689,0
0.1550620025779578,0.40000000000000002,Y,0.10825704732469769,0.081020412766034999,0.26306682088232819
0.2027402352042578,0,N,0.8035286012634888,0.22455095784721299,0.13153341044116409
0.31384474906900411,0,Y,1.9276287176651989,0.18398238870514519,0.39460023132349231
0.67506697063133358,0.40000000000000002,Y,0.40129767542775868,1.1319410502180824,0
0.2276010057835432,0.80000000000000004,N,0.39663142338790092,0.1633456154449463,0.52613364176465638
0.60772150580443396,0.80000000000000004,Y,1.2010932750593617,0.21913437171237729,0.52613364176465638
0.43408678986031002,0.80000000000000004,N,0.75873258168085522,0.37256637329829878,0
0.46088234727440142,0.80000000000000004,N,0.69013867669494777,0.26258169792928709,0.26306682088232819
0.21704339493015501,0,N,1.6849836115926005,0.19853474177998279,0
0.32629683869813991,0,N,1.8837659484905367,0.21451330914051961,0.13153341044116409
1.1472293732022478,0,Y,1.8711670679829211,0.56648736183599191,0.52613364176465638
0.1240247971029457,0.80000000000000004,N,0.85299087288598008,0.092872639830472004,0.52613364176465638
0.1240247971029457,0.40000000000000002,Y,0.71580306291416462,0.1239497461885624,0.26306682088232819
0.2480495942058914,0,N,1.0443072065201442,0.14881138652403739,0.13153341044116409
0.13952789674081389,0,N,1.4554040112316036,0.1220943698382302,0.26306682088232819
0.52617520170924725,0,N,1.7745756507578676,0.26244379027243858,1.0522672835293128
0.3445408863519831,0,Y,0.49322284061295452,0.2577480681199939,0.13153341044116409
0.1444888886249317,0.80000000000000004,N,0.40269755103971588,0.2634858172458463,0
0.1085216974650775,0.40000000000000002,N,0.44469381939843489,0.1338943874057533,0.13153341044116409
0.1444888886249317,0,N,0.1208559278323133,0.1685018253601723,0
0.37728343278716081,0,N,0.2095147165896088,0.28025148006485939,0
0.2027402352042578,0,Y,0.95098216572299077,0.21590059005852,0.26306682088232819
0.43408678986031002,0.80000000000000004,Y,0.6248111481369405,0.30201299505857693,0.13153341044116409
0.50775751933945978,0.80000000000000004,Y,0.68220604822718967,0.36992390148949039,0
0.81168028464022823,0,N,1.0830370984509623,0.5064091478871029,0
0.41796356623692699,0,N,1.5216647901975826,0.30821018775727249,0.13153341044116409
0.43408678986031002,0,N,1.4404720047040591,0.38542587072819789,0
0.15472093438592471,0,N,2.0097547535666931,0.70879083456969993,0.13153341044116409
0.055563109102119597,0,N,1.0293751999925995,0.051701722264007897,0.26306682088232819
