AMT_CREDIT;CNT_CHILDREN;FLAG_OWN_CAR_COD;AGE_YEARS;CREDIT_INCOME_RATIO;SER_CREDITOS_ATIVOS;cluster
0.2897064229328433;0.8;Y;0.7158030629141646;0.1673522468231218;0.3946002313234923;cluster6
0.8521278715954264;0;Y;0.9047862705284;0.3858899385707677;0.2630668208823282;cluster6
0.3100619927573643;0;Y;1.3046840703442015;0.1819602403046706;0.3946002313234923;cluster8
0.1444888886249317;0;N;1.5239979162175112;0.0763961430393669;0;cluster3
0.1813056496449412;0;N;1.6135899553827782;0.2039267148662734;0.1315334104411641;cluster3
0.0742908534646644;0;N;1.461003513679433;0.1329522297414424;0.3946002313234923;cluster4
0.5891177862389921;0.4;N;1.0251755731567276;0.5963213600725602;0;cluster2
0.5271053876875194;0;Y;0.3966314233879009;0.4262748048686939;0.2630668208823282;cluster6
0.5077575193394598;0;N;2.020953758462352;0.4465341034662046;0.2630668208823282;cluster3
0.5891177862389921;0.4;N;0.135321309155872;0.6776868030282011;0;cluster5
0.1976955265820954;1.6;N;0.713469936894236;0.3664006554677428;0.3946002313234923;cluster1
0.1240247971029457;0;Y;0.0947249164091105;0.1239497461885624;0.3946002313234923;cluster6
0.3775934947799182;0;N;1.895431578590181;0.1634548824634877;1.0522672835293128;cluster3
0.7441487826176744;0.8;Y;1.1576971310886852;0.1328288661587342;0.1315334104411641;cluster6
0.5023004282669302;0;Y;0.4493600714382925;0.3203568763843044;0.2630668208823282;cluster6
0.0669733904355906;0.4;N;0.3215047655461927;0.0939168297687519;0.3946002313234923;cluster5
0.4960991884117828;0;Y;1.889832076142352;0.2220878629528019;0.1315334104411641;cluster8
0.2821564134092015;0;N;0.5725491252905348;0.7529498508145431;0;cluster7
0.5077575193394598;0;N;1.9084970843017823;0.1990243176910449;0;cluster3
0.5373188297289468;0;N;2.015820881218509;0.3902408542885933;0.3946002313234923;cluster3
0.1240247971029457;0;N;2.095613791100075;0.1959177034546711;0;cluster3
0.4893398369696723;0;Y;0.2515109849483278;0.2082556280103994;0.2630668208823282;cluster6
0.3160399879777262;0.4;N;0.3411030241135948;0.3335673708034569;0;cluster5
0.1550620025779578;0.4;Y;0.1082570473246977;0.081020412766035;0.2630668208823282;cluster6
0.2027402352042578;0;N;0.8035286012634888;0.224550957847213;0.1315334104411641;cluster7
0.3138447490690041;0;Y;1.927628717665199;0.1839823887051452;0.3946002313234923;cluster8
0.6750669706313336;0.4;Y;0.4012976754277587;1.1319410502180824;0;cluster6
0.2276010057835432;0.8;N;0.3966314233879009;0.1633456154449463;0.5261336417646564;cluster1
0.607721505804434;0.8;Y;1.2010932750593617;0.2191343717123773;0.5261336417646564;cluster6
0.43408678986031;0.8;N;0.7587325816808552;0.3725663732982988;0;cluster1
0.4608823472744014;0.8;N;0.6901386766949478;0.2625816979292871;0.2630668208823282;cluster1
0.217043394930155;0;N;1.6849836115926005;0.1985347417799828;0;cluster3
0.3262968386981399;0;N;1.8837659484905367;0.2145133091405196;0.1315334104411641;cluster3
1.1472293732022478;0;Y;1.871167067982921;0.5664873618359919;0.5261336417646564;cluster8
0.1240247971029457;0.8;N;0.8529908728859801;0.092872639830472;0.5261336417646564;cluster1
0.1240247971029457;0.4;Y;0.7158030629141646;0.1239497461885624;0.2630668208823282;cluster6
0.2480495942058914;0;N;1.0443072065201442;0.1488113865240374;0.1315334104411641;cluster4
0.1395278967408139;0;N;1.4554040112316036;0.1220943698382302;0.2630668208823282;cluster4
0.5261752017092473;0;N;1.7745756507578676;0.2624437902724386;1.0522672835293128;cluster3
0.3445408863519831;0;Y;0.4932228406129545;0.2577480681199939;0.1315334104411641;cluster6
0.1444888886249317;0.8;N;0.4026975510397159;0.2634858172458463;0;cluster1
0.1085216974650775;0.4;N;0.4446938193984349;0.1338943874057533;0.1315334104411641;cluster5
0.1444888886249317;0;N;0.1208559278323133;0.1685018253601723;0;cluster7
0.3772834327871608;0;N;0.2095147165896088;0.2802514800648594;0;cluster7
0.2027402352042578;0;Y;0.9509821657229908;0.21590059005852;0.2630668208823282;cluster6
0.43408678986031;0.8;Y;0.6248111481369405;0.3020129950585769;0.1315334104411641;cluster6
0.5077575193394598;0.8;Y;0.6822060482271897;0.3699239014894904;0;cluster6
0.8116802846402282;0;N;1.0830370984509623;0.5064091478871029;0;cluster2
0.417963566236927;0;N;1.5216647901975826;0.3082101877572725;0.1315334104411641;cluster3
0.43408678986031;0;N;1.4404720047040591;0.3854258707281979;0;cluster4
0.1547209343859247;0;N;2.009754753566693;0.7087908345696999;0.1315334104411641;cluster3
0.0555631091021196;0;N;1.0293751999925995;0.0517017222640079;0.2630668208823282;cluster4
0.2325464945680232;0;Y;1.281819435348899;0.0137296805734642;0.2630668208823282;cluster8
0.217043394930155;0;N;0.1591191945591461;0.1322369596337207;0.1315334104411641;cluster7
0.5891177862389921;0.4;N;0.4591592007219935;0.3311302314875116;0.3946002313234923;cluster5
0.1767353358716976;0;N;0.1488534400714594;0.1245712629568257;0.2630668208823282;cluster7
0.8341907853144128;0.4;Y;1.0466403325400728;0.2969585190773375;0.1315334104411641;cluster6
0.272705723869957;0.8;Y;0.4759577080654811;0.2918713748680291;0.5261336417646564;cluster6
0.4650557816969156;0.4;Y;1.189894270163703;0.1701086099201983;0;cluster8
0.7119023353709084;0;Y;0.5286863561158727;0.3967650276079615;0.1315334104411641;cluster6
0.2130994063822813;0;N;1.7251133791353763;0.1953723379669066;0.5261336417646564;cluster3
0.1395278967408139;0;N;1.00837706581324;0.0816848904917589;0.1315334104411641;cluster4
0.2919636742401169;0.4;N;0.4064305526716021;0.155021333256979;0;cluster5
0.1342568428639387;0;N;1.3308150817674045;0.2646667214810453;0.2630668208823282;cluster4
0.747249402545248;0;N;1.841769680131818;0.3979570450075037;0.6576670522058206;cluster3
0.3565712916709689;0.8;Y;0.8455248696222076;0.1550267779616572;0.3946002313234923;cluster6
0.1444888886249317;0.8;Y;0.8459914948261936;0.1051791641030564;0.2630668208823282;cluster6
0.0841446235944935;0;N;0.7815972166761579;0.0835789018698074;0.3946002313234923;cluster7
0.2058811631908899;0;Y;1.0531730853958736;0.2031518513470742;0.5261336417646564;cluster8
0.7441487826176744;0.4;Y;1.7666430222901095;0.7454913512554011;0;cluster8
0.4409856691991614;0;N;0.8511243720700371;0.3240328724770232;0.3946002313234923;cluster4
0.077515498189341;0.4;N;0.243111731276584;0.1301651376261823;0.2630668208823282;cluster5
0.2425490944543758;0.4;N;0.4549595738861217;0.2628548281831429;0.3946002313234923;cluster5
0.1550309963786821;0;N;1.279019684124984;0.0825136043777752;0.2630668208823282;cluster4
0.3332360260960497;0;N;1.1394987481332404;0.1748773507833269;0.2630668208823282;cluster4
0.8346868845028247;0;N;1.2930184402445573;0.6937791125070146;0.9207338730881488;cluster2
0.098481890139594;0;N;1.219758283218792;0.0795085749053969;0;cluster4
0.1342568428639387;0;N;2.203870838424772;0.198410408592332;0.1315334104411641;cluster3
0.1240247971029457;0;N;1.5165319129537391;0.3725663732982988;0.1315334104411641;cluster3
0.2387477344231705;0;N;1.1824282668999306;0.2591971799993396;0.7892004626469847;cluster4
0.6750669706313336;0;Y;0.578148627738364;0.2422770516544568;0.2630668208823282;cluster6
0.3720743913088372;0;N;0.5916807586539511;0.3874833724165829;0;cluster7
1.3565832307120202;0;N;1.3555462175786497;0.7413808975633622;0.3946002313234923;cluster2
0.8116802846402282;0;Y;0.4185628079752319;0.4050555973779216;0;cluster6
0.1697651422745121;0;N;0.3551017802331678;0.0907645695150761;0.3946002313234923;cluster7
0.2922520318933813;0;N;1.7232468783194337;0.1157001235811821;0.1315334104411641;cluster3
0.2821564134092015;0;Y;1.5454626756008565;0.2786445463348422;0.2630668208823282;cluster8
0.5032151111455644;0;N;1.5916585707954474;0.4279954807169879;0.3946002313234923;cluster3
0.7442666061749221;0;Y;1.0121100674451262;0.2115628012999186;0.6576670522058206;cluster8
0.9383716148808874;0;Y;1.946760351028615;0.4322620408047996;0.5261336417646564;cluster8
0.1521722248054592;0;Y;1.887498950122423;0.1912210862822793;0;cluster8
1.1315650413281455;0.4;Y;0.978513052758151;0.4657329525963966;0.1315334104411641;cluster6
1.1315650413281455;0;N;0.819393858199005;0.4657329525963966;0.1315334104411641;cluster2
0.43408678986031;0;N;1.903364207057939;0.6577442669069671;0;cluster3
0.1550309963786821;0;N;0.0494622716224911;0.1786453847606055;0.5261336417646564;cluster7
0.1393728657444352;0;N;1.7918407833053407;0.3149064286614703;0.1315334104411641;cluster3
0.662788515718142;0;Y;1.558061556108472;0.6672069398826462;0.3946002313234923;cluster8
0.2821564134092015;0;N;1.5631944333523158;0.2786445463348422;0;cluster3
0.0567413446745976;0;N;2.012554504790608;0.1755376517492978;0;cluster3
0.0620123985514728;0.4;Y;0.8931206404287559;0.0635714022174133;0;cluster6
0.1435773063662251;0.4;N;0.4185628079752319;0.0733183186112913;0.7892004626469847;cluster5
0.3353537495065825;0;N;1.1147676123219947;0.3521509683050152;0;cluster4
0.2366889227912615;0;N;0.4400275673585772;0.1167208192458507;0.2630668208823282;cluster7
0.5150315736895474;0;Y;1.0471069577440586;0.222266195677261;0.1315334104411641;cluster8
0.2480495942058914;0.4;Y;0.2580437378041286;0.2233963821154578;0.3946002313234923;cluster6
0.314849349925538;0;N;1.5463959260088282;0.5542753367528219;0;cluster3
0.1393728657444352;0;N;2.082548285388473;0.2098181090830441;0;cluster3
0.0620123985514728;0;Y;2.03775226580584;0.089143390050901;0.1315334104411641;cluster8
0.0930185978272093;0.4;Y;0.3914985461440575;0.1488113865240374;0.3946002313234923;cluster6
0.564312826818403;0.8;N;0.5398853610115312;0.5724541614833056;0;cluster1
0.1052970527404009;0;Y;0.8968536420606419;0.2977101866629079;0;cluster6
0.3895308815010767;0.8;Y;0.6532752855800723;0.1979936276369671;0.9207338730881488;cluster6
0.662788515718142;0;N;1.630855087930252;0.3334241676119213;0.1315334104411641;cluster3
0.1444888886249317;0;N;1.8562350614553769;0.2634858172458463;0.2630668208823282;cluster3
0.4834393572474996;0;N;1.0695049675353754;0.4121387106542519;0.3946002313234923;cluster4
0.4960991884117828;0;Y;1.0247089479527418;0.5068193653628557;0.1315334104411641;cluster8
0.0462116394005575;0.4;N;1.0153764438730264;0.1544300979969258;0.1315334104411641;cluster4
0.417963566236927;0.8;N;0.5095547227524562;0.3082101877572725;0.5261336417646564;cluster1
0.8567012859885975;0.8;Y;1.0242423227487565;0.711430845073654;0.3946002313234923;cluster6
0.0618573675550941;0;N;0.3205715151382212;0.0889942200597181;0.2630668208823282;cluster7
0.3445408863519831;0;Y;0.9374500348074036;0.2003910877352577;0.3946002313234923;cluster6
0.1085216974650775;0;N;0.4806239601053388;0.1115188887283271;0.5261336417646564;cluster7
0.1922384355095658;0.4;N;0.346702526561424;0.1530733969271179;0;cluster5
0.7119023353709084;0;N;1.2300240377064788;0.1485627947337311;0.5261336417646564;cluster2
0.6426716936280441;0;N;1.0662385911074752;0.736242811802065;0.2630668208823282;cluster2
0.4433886496430309;0;N;1.8595014378832773;0.4561015683606897;0.1315334104411641;cluster3
0.130226036958093;0.4;Y;0.6588747880279013;0.12892202950466;0.2630668208823282;cluster6
0.0918403622547313;0;N;2.178206452205555;0.1966452055016698;0;cluster3
0.1885486977957532;0;Y;1.8310373004401452;0.2637095722326206;0.9207338730881488;cluster8
0.0391918358845308;0.4;Y;0.3420362745215662;0.1122149904921818;0.6576670522058206;cluster6
0.0350990175801336;0;N;1.8263710484002875;0.1056515108801368;0.1315334104411641;cluster3
0.1240247971029457;0.4;Y;0.3798329160444135;0.1061913570782275;0.2630668208823282;cluster6
0.3783593479020289;0;N;1.950959977864487;0.3513282958036418;0.5261336417646564;cluster3
0.3317663322503797;0;N;1.1889610197557312;0.1935623838788896;0.9207338730881488;cluster4
0.4100259792223385;0;Y;0.6803395474112466;0.3532736962436528;0.1315334104411641;cluster6
0.1854170716689038;0.4;N;0.5030219698966557;0.2078827030324423;0.2630668208823282;cluster5
0.3441626107208192;0;Y;0.7559328304569408;0.3004625967552181;0.7892004626469847;cluster6
0.1395278967408139;0;Y;0.1077904221207118;0.1637283856423214;0.1315334104411641;cluster6
0.8991797789963565;0;Y;0.330837269625908;0.55902886227685;0;cluster6
0.6750669706313336;0;N;0.1418540620116728;0.65289124499882;0.1315334104411641;cluster7
0.5891177862389921;0;N;1.4843347738787211;0.7454913512554011;0.1315334104411641;cluster2
0.687345425544525;0;N;1.5631944333523158;0.5756364794902048;0.2630668208823282;cluster2
0.2015402952922868;0;Y;0.5501511154992179;0.2233963821154578;0;cluster6
0.4100259792223385;0.4;Y;0.8338592395225636;0.1175188041136833;0;cluster6
0.3445408863519831;0.4;N;0.4484268210303209;0.1803160886618534;0;cluster5
0.5891177862389921;0;N;1.7433117620908214;0.2482580224509327;0.5261336417646564;cluster3
0.2821564134092015;0.8;Y;1.000911062549468;0.3009647775305351;0;cluster6
0.1943220521008953;0;N;1.6569860993534546;0.5416654753031673;0;cluster3
